Country,CountryCode,Region,IncomeGroup,LifeExp,MajorReligion,MajorReligionPop,Year,Beer_LitersAlcPerYear,Beer_LitersPerYear,Wine_LitersAlcPerYear,Wine_LitersPerYear,Spirits_LitersAlcPerYear,Spirits_LitersPerYear,Total_LitersAlcPerYear
Guinea,GIN,Africa,Low_income,49.8,Muslim,9358718,1962,0.16,3.1999999999999997,0.06,0.5,0.0,0.0,0.22
Gambia,GMB,Africa,Low_income,52.9,,,1962,0.12,2.4,0.14,1.1666666666666667,0.04,0.09999999999999999,0.3
Guinea_Bissau,GNB,Africa,Low_income,46.4,Muslim,650402,1962,0.0,0.0,0.99,8.25,0.78,1.95,1.77
Guatemala,GTM,Americas,Lower_middle_income,62.5,,,1962,0.31,6.199999999999999,0.0,0.0,1.93,4.824999999999999,2.2399999999999998
Guyana,GUY,Americas,Lower_middle_income,54.4,,,1962,0.63,12.6,0.0,0.0,2.45,6.125,3.08
Honduras,HND,Americas,Lower_middle_income,63.7,,,1962,0.63,12.6,0.01,0.08333333333333334,0.68,1.7,1.32
Haiti,HTI,Americas,Low_income,51.8,,,1962,0.01,0.19999999999999998,0.01,0.08333333333333334,7.56,18.9,7.579999999999999
Hungary,HUN,Europe,High_income,64.9,Roman Catholic,3691389,1962,2.61,52.199999999999996,4.59,38.25,2.06,5.1499999999999995,9.26
Indonesia,IDN,South_East Asia,Lower_middle_income,62.3,Muslim,207176162,1962,0.0,0.0,0.0,0.0,0.03,0.075,0.03
India,IND,South_East Asia,Lower_middle_income,57.5,Hindu,827578868,1962,0.0,0.0,0.0,0.0,0.71,1.775,0.71
Iran (Islamic Republic of),IRN,Eastern Mediterranean,Lower_middle_income,64.4,Muslim,79598054,1962,0.03,0.6,0.0,0.0,0.11,0.27499999999999997,0.14
Iraq,IRQ,Eastern Mediterranean,Lower_middle_income,61.4,,,1962,0.04,0.7999999999999999,0.0,0.0,0.43,1.075,0.47
Iceland,ISL,Europe,High_income,72.2,,,1962,0.69,13.799999999999999,0.19,1.5833333333333335,2.53,6.324999999999999,3.4099999999999997
Israel,ISR,Europe,High_income,72.2,Jewish,4476225,1962,1.04,20.8,2.03,16.916666666666664,1.5,3.75,4.57
Italy,ITA,Europe,High_income,72.9,,,1962,0.49,9.799999999999999,17.23,143.58333333333334,1.72,4.3,19.439999999999998
Jamaica,JAM,Americas,Upper_middle_income,63.4,No Religion,571988,1962,1.03,20.599999999999998,0.05,0.4166666666666667,1.31,3.275,2.39
Jordan,JOR,Eastern Mediterranean,Lower_middle_income,64.3,,,1962,0.06,1.2,0.01,0.08333333333333334,0.07,0.17500000000000002,0.14
Japan,JPN,Western Pacific,High_income,75.0,,,1962,0.99,19.799999999999997,0.03,0.25,2.05,5.124999999999999,3.07
Kenya,KEN,Africa,Low_income,53.2,Protestant,15777430,1962,2.14,42.8,0.02,0.16666666666666669,0.37,0.9249999999999999,2.5300000000000002
Kiribati,KIR,Western Pacific,Lower_middle_income,57.9,Roman Catholic,63116,1962,0.19,3.8,0.02,0.16666666666666669,0.17,0.425,0.38
Saint Kitts and Nevis,KNA,Americas,Upper_middle_income,63.2,,,1962,0.38,7.6,0.17,1.4166666666666667,2.96,7.3999999999999995,3.51
Republic of Korea,KOR,Western Pacific,High_income,72.7,No Religion,27498715,1962,0.02,0.39999999999999997,0.0,0.0,0.41,1.025,0.43
Kuwait,KWT,Eastern Mediterranean,High_income,67.9,,,1962,0.0,0.0,0.0,0.0,0.02,0.049999999999999996,0.02
Lao People's Democratic Republic,LAO,Western Pacific,Low_income,57.2,Buddhist,4201993,1962,0.09,1.7999999999999998,0.03,0.25,2.71,6.7749999999999995,2.83
Lebanon,LBN,Eastern Mediterranean,Upper_middle_income,69.7,,,1962,0.31,6.199999999999999,0.48,4.0,2.71,6.7749999999999995,3.5
Liberia,LBR,Africa,Low_income,52.4,Roman Catholic,2975675,1962,0.55,11.0,0.07,0.5833333333333334,1.23,3.0749999999999997,1.85
Libya,LBY,Eastern Mediterranean,Upper_middle_income,64.4,,,1962,0.24,4.8,0.55,4.583333333333334,0.1,0.25,0.89
Saint Lucia,LCA,Americas,Upper_middle_income,63.0,Roman Catholic,105755,1962,0.21,4.199999999999999,0.25,2.0833333333333335,8.09,20.224999999999998,8.55
Sri Lanka,LKA,South_East Asia,Lower_middle_income,65.4,Buddhist,14272056,1962,0.05,1.0,0.0,0.0,0.29,0.7249999999999999,0.33999999999999997
Lesotho,LSO,Africa,Lower_middle_income,43.0,,,1962,0.96,19.2,0.0,0.0,0.0,0.0,0.96
Luxembourg,LUX,Europe,High_income,71.6,,,1962,4.34,86.8,10.93,91.08333333333333,3.06,7.6499999999999995,18.33
Morocco,MAR,Eastern Mediterranean,Lower_middle_income,60.9,,,1962,0.25,5.0,1.07,8.916666666666668,0.27,0.675,1.59
Madagascar,MDG,Africa,Low_income,55.1,,,1962,0.09,1.7999999999999998,0.89,7.416666666666667,2.14,5.35,3.12
Mexico,MEX,Americas,Upper_middle_income,67.0,Roman Catholic,92924489,1962,1.78,35.6,0.19,1.5833333333333335,0.8,2.0,2.77
Mali,MLI,Africa,Low_income,48.9,,,1962,0.01,0.19999999999999998,0.02,0.16666666666666669,0.0,0.0,0.03
Malta,MLT,Europe,High_income,70.6,,,1962,0.9,18.0,0.0,0.0,0.61,1.525,1.51
Myanmar,MMR,South_East Asia,Low_income,57.2,Buddhist,45185449,1962,0.01,0.19999999999999998,0.0,0.0,0.33,0.825,0.34
Mongolia,MNG,Western Pacific,Lower_middle_income,60.0,Buddhist,1009357,1962,0.14,2.8000000000000003,0.0,0.0,1.23,3.0749999999999997,1.37
Mozambique,MOZ,Africa,Low_income,46.3,Roman Catholic,5748176,1962,0.16,3.1999999999999997,0.95,7.916666666666667,0.57,1.4249999999999998,1.6799999999999997
Mauritania,MRT,Africa,Low_income,53.6,,,1962,0.04,0.7999999999999999,0.08,0.6666666666666667,0.0,0.0,0.12
Mauritius,MUS,Africa,Upper_middle_income,64.8,Hindu,469313,1962,0.77,15.4,0.17,1.4166666666666667,1.68,4.199999999999999,2.62
Malawi,MWI,Africa,Low_income,51.0,Roman Catholic,13581623,1962,0.04,0.7999999999999999,0.0,0.0,0.0,0.0,0.04
Malaysia,MYS,Western Pacific,Upper_middle_income,64.6,Muslim,17375794,1962,0.34,6.8,0.01,0.08333333333333334,0.16,0.39999999999999997,0.51
Namibia,NAM,Africa,Upper_middle_income,58.1,,,1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niger,NER,Africa,Low_income,50.7,Muslim,16978889,1962,0.03,0.6,0.12,1.0,0.0,0.0,0.15
Nigeria,NGA,Africa,Lower_middle_income,47.0,,,1962,0.1,2.0,0.0,0.0,0.01,0.024999999999999998,0.11
Nicaragua,NIC,Americas,Lower_middle_income,64.0,Roman Catholic,2652985,1962,0.38,7.6,0.01,0.08333333333333334,3.8,9.499999999999998,4.1899999999999995
Netherlands,NLD,Europe,High_income,71.4,,,1962,1.96,39.199999999999996,0.42,3.5,1.91,4.7749999999999995,4.29
Norway,NOR,Europe,High_income,70.6,,,1962,1.67,33.4,0.21,1.75,1.76,4.3999999999999995,3.6399999999999997
Nepal,NPL,South_East Asia,Low_income,59.2,Hindu,21551492,1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,NZL,Western Pacific,High_income,72.0,No Religion,1635348,1962,6.93,138.6,0.38,3.166666666666667,1.55,3.875,8.86
Oman,OMN,Eastern Mediterranean,High_income,66.0,,,1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan,PAK,Eastern Mediterranean,Lower_middle_income,56.7,,,1962,0.01,0.19999999999999998,0.0,0.0,0.0,0.0,0.01
Panama,PAN,Americas,Upper_middle_income,67.2,,,1962,1.64,32.8,0.08,0.6666666666666667,2.12,5.3,3.84
Peru,PER,Americas,Upper_middle_income,66.9,Roman Catholic,17635339,1962,1.21,24.2,0.24,2.0,5.31,13.274999999999999,6.76
Philippines,PHL,Western Pacific,Lower_middle_income,59.8,Roman Catholic,80304061,1962,0.43,8.6,0.0,0.0,0.46,1.15,0.89
Papua New Guinea,PNG,Western Pacific,Lower_middle_income,53.5,,,1962,0.18,3.5999999999999996,0.02,0.16666666666666669,0.1,0.25,0.3
Poland,POL,Europe,Upper_middle_income,67.0,Roman Catholic,33331533,1962,1.6,32.0,0.88,7.333333333333334,3.58,8.95,6.0600000000000005
Democratic People's Republic of Korea,PRK,South_East Asia,Low_income,62.6,,,1962,0.95,18.999999999999996,0.0,0.0,1.94,4.85,2.8899999999999997
Portugal,PRT,Europe,High_income,70.9,Roman Catholic,7281887,1962,0.27,5.4,14.5,120.83333333333334,0.4,1.0,15.17
Paraguay,PRY,Americas,Lower_middle_income,64.7,Roman Catholic,3488086,1962,0.26,5.2,0.76,6.333333333333334,2.96,7.3999999999999995,3.98
Qatar,QAT,Eastern Mediterranean,High_income,67.9,Muslim,576391,1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,ROU,Europe,Upper_middle_income,65.7,Orthodox,16307004,1962,0.84,16.799999999999997,4.49,37.41666666666667,1.59,3.975,6.92
Rwanda,RWA,Africa,Low_income,55.7,Roman Catholic,4599371,1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,SAU,Eastern Mediterranean,High_income,65.4,,,1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudan,SDN,Eastern Mediterranean,Lower_middle_income,53.3,,,1962,1.66,33.199999999999996,0.0,0.0,0.02,0.049999999999999996,1.68
Senegal,SEN,Africa,Low_income,55.4,,,1962,0.24,4.8,0.77,6.416666666666667,0.06,0.15,1.07
Singapore,SGP,Western Pacific,High_income,76.3,Buddhist,1032879,1962,1.0,20.0,0.03,0.25,0.45,1.125,1.48
Solomon Islands,SLB,Western Pacific,Lower_middle_income,59.6,,,1962,0.31,6.199999999999999,0.01,0.08333333333333334,0.06,0.15,0.38
Sierra Leone,SLE,Africa,Low_income,39.4,,,1962,0.18,3.5999999999999996,0.04,0.33333333333333337,0.05,0.125,0.27
El Salvador,SLV,Americas,Lower_middle_income,63.1,,,1962,0.43,8.6,0.01,0.08333333333333334,1.08,2.7,1.52
Somalia,SOM,Eastern Mediterranean,Low_income,46.1,,,1962,0.02,0.39999999999999997,0.03,0.25,0.01,0.024999999999999998,0.060000000000000005
Sao Tome and Principe,STP,Africa,Lower_middle_income,57.5,Roman Catholic,99570,1962,0.51,10.2,5.97,49.75,0.0,0.0,6.4799999999999995
Suriname,SUR,Americas,Upper_middle_income,65.2,Roman Catholic,262320,1962,1.33,26.6,0.06,0.5,4.78,11.95,6.17
Slovakia,SVK,Europe,High_income,66.7,Roman Catholic,3347277,1962,5.7,114.0,2.21,18.416666666666668,1.53,3.8249999999999997,9.44
Sweden,SWE,Europe,High_income,71.6,,,1962,2.3,45.99999999999999,0.58,4.833333333333333,3.22,8.05,6.1
Swaziland,SWZ,Africa,Lower_middle_income,45.0,,,1962,6.32,126.4,0.0,0.0,0.0,0.0,6.32
Seychelles,SYC,Africa,Upper_middle_income,66.7,Roman Catholic,67280,1962,0.6,11.999999999999998,0.19,1.5833333333333335,0.4,1.0,1.19
Syrian Arab Republic,SYR,Eastern Mediterranean,Lower_middle_income,65.8,,,1962,0.06,1.2,0.01,0.08333333333333334,0.08,0.19999999999999998,0.15
Chad,TCD,Africa,Low_income,44.3,,,1962,0.2,4.0,0.12,1.0,0.02,0.049999999999999996,0.34
Togo,TGO,Africa,Low_income,50.0,,,1962,2.08,41.6,0.29,2.4166666666666665,0.3,0.7499999999999999,2.67
Thailand,THA,South_East Asia,Lower_middle_income,65.7,Buddhist,61746429,1962,0.03,0.6,0.0,0.0,0.44,1.0999999999999999,0.47
Timor_Leste,TLS,South_East Asia,Lower_middle_income,57.2,Roman Catholic,715285,1962,0.03,0.6,0.07,0.5833333333333334,0.05,0.125,0.15000000000000002
Trinidad and Tobago,TTO,Americas,High_income,60.5,Roman Catholic,285671,1962,0.9,18.0,0.1,0.8333333333333334,2.43,6.075,3.43
Tunisia,TUN,Eastern Mediterranean,Lower_middle_income,66.4,,,1962,0.39,7.8,1.42,11.833333333333334,0.09,0.22499999999999998,1.9000000000000001
Turkey,TUR,Europe,Upper_middle_income,65.4,,,1962,0.22,4.3999999999999995,0.23,1.9166666666666667,0.36,0.8999999999999999,0.81
United Republic of Tanzania,TZA,Africa,Low_income,53.3,,,1962,0.13,2.6,0.01,0.08333333333333334,0.15,0.37499999999999994,0.29000000000000004
Uganda,UGA,Africa,Low_income,50.3,Roman Catholic,10242594,1962,0.14,2.8000000000000003,0.01,0.08333333333333334,0.24,0.6,0.39
Uruguay,URY,Americas,Upper_middle_income,67.7,,,1962,1.53,30.599999999999998,5.25,43.75,0.9,2.25,7.680000000000001
United States of America,USA,Americas,High_income,69.3,,,1962,3.75,75.0,0.83,6.916666666666667,3.41,8.525,7.99
Venezuela (Bolivarian Republic of),VEN,Americas,Upper_middle_income,66.2,,,1962,2.53,50.599999999999994,0.05,0.4166666666666667,2.34,5.85,4.92
Viet Nam,VNM,Western Pacific,Low_income,65.9,No Religion,61570544,1962,0.19,3.8,0.0,0.0,0.51,1.275,0.7
Vanuatu,VUT,Western Pacific,Lower_middle_income,62.4,Presbyterian,65345,1962,1.38,27.599999999999998,2.99,24.916666666666668,0.3,0.7499999999999999,4.67
Samoa,WSM,Western Pacific,Lower_middle_income,64.1,Congregational,56818,1962,0.29,5.799999999999999,0.0,0.0,0.05,0.125,0.33999999999999997
Yemen,YEM,Eastern Mediterranean,Low_income,54.7,,,1962,0.67,13.4,0.0,0.0,0.02,0.049999999999999996,0.6900000000000001
South Africa,ZAF,Africa,Upper_middle_income,51.8,No Religion,6767165,1962,0.41,8.2,4.35,36.25,2.27,5.675,7.029999999999999
Zambia,ZMB,Africa,Low_income,50.3,Protestant,9436231,1962,0.39,7.8,0.02,0.16666666666666669,0.09,0.22499999999999998,0.5
Zimbabwe,ZWE,Africa,Low_income,49.8,,,1962,0.24,4.8,0.02,0.16666666666666669,0.4,1.0,0.66
Afghanistan,AFG,Eastern Mediterranean,Low_income,50.0,,,1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,AGO,Africa,Lower_middle_income,44.5,,,1963,1.01,20.2,2.93,24.416666666666668,0.76,1.9,4.7
Albania,ALB,Europe,Lower_middle_income,64.8,Muslim,1587608,1963,0.52,10.4,0.19,1.5833333333333335,0.2,0.5,0.9099999999999999
Argentina,ARG,Americas,Upper_middle_income,66.7,,,1963,0.37,7.3999999999999995,14.85,123.75,2.38,5.949999999999999,17.599999999999998
Antigua and Barbuda,ATG,Americas,High_income,64.1,Anglican,19767,1963,0.3,5.999999999999999,0.1,0.8333333333333334,3.18,7.95,3.58
Australia,AUS,Western Pacific,High_income,72.6,No Religion,6933708,1963,7.52,150.39999999999998,0.96,8.0,1.26,3.15,9.74
Austria,AUT,Europe,High_income,70.6,Roman Catholic,5915421,1963,5.5,110.0,3.0,25.0,1.3,3.25,9.8
Burundi,BDI,Africa,Low_income,48.0,Roman Catholic,4941833,1963,1.42,28.4,0.01,0.08333333333333334,0.0,0.0,1.43
Belgium,BEL,Europe,High_income,70.5,,,1963,7.64,152.79999999999998,1.01,8.416666666666668,1.23,3.0749999999999997,9.88
Benin,BEN,Africa,Low_income,50.4,,,1963,0.54,10.8,0.26,2.166666666666667,0.11,0.27499999999999997,0.91
Burkina Faso,BFA,Africa,Low_income,50.6,Muslim,8485149,1963,0.33,6.6,0.1,0.8333333333333334,0.01,0.024999999999999998,0.44000000000000006
Bangladesh,BGD,South_East Asia,Low_income,60.8,Muslim,111393250,1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,BGR,Europe,Upper_middle_income,65.3,Eastern Orthodox,4374135,1963,1.22,24.4,3.5,29.166666666666668,2.53,6.324999999999999,7.25
Bahamas,BHS,Americas,High_income,64.4,Baptist,122500,1963,3.07,61.39999999999999,1.14,9.5,8.35,20.874999999999996,12.559999999999999
Belize,BLZ,Americas,Lower_middle_income,63.6,Roman Catholic,129456,1963,0.93,18.6,0.06,0.5,4.69,11.725,5.680000000000001
Bolivia (Plurinational State of),BOL,Americas,Lower_middle_income,59.2,,,1963,0.52,10.4,0.05,0.4166666666666667,1.59,3.975,2.16
Brazil,BRA,Americas,Upper_middle_income,65.3,Roman Catholic,123280172,1963,0.67,13.4,0.45,3.7500000000000004,0.76,1.9,1.8800000000000001
Brunei Darussalam,BRN,Western Pacific,High_income,68.7,Muslim,309962,1963,0.65,13.0,0.04,0.33333333333333337,0.3,0.7499999999999999,0.99
Bhutan,BTN,South_East Asia,Lower_middle_income,59.4,,,1963,0.51,10.2,0.0,0.0,0.0,0.0,0.51
Botswana,BWA,Africa,Upper_middle_income,54.2,Roman Catholic,1171537,1963,3.17,63.4,0.13,1.0833333333333335,0.4,1.0,3.6999999999999997
Central African Republic,CAF,Africa,Low_income,43.7,,,1963,0.83,16.599999999999998,0.64,5.333333333333334,0.09,0.22499999999999998,1.56
Canada,CAN,Americas,High_income,72.0,Roman Catholic,12728880,1963,4.32,86.4,0.44,3.666666666666667,2.51,6.2749999999999995,7.2700000000000005
Chile,CHL,Americas,Upper_middle_income,70.3,Roman Catholic,7853428,1963,1.03,20.599999999999998,9.15,76.25,0.96,2.4,11.14
China,CHN,Western Pacific,Lower_middle_income,68.0,,,1963,0.01,0.19999999999999998,0.0,0.0,0.61,1.525,0.62
Côte d'Ivoire,CIV,Africa,Lower_middle_income,45.6,Muslim,9618121,1963,0.96,19.2,1.75,14.583333333333334,0.09,0.22499999999999998,2.8
Cameroon,CMR,Africa,Lower_middle_income,48.5,,,1963,0.35,6.999999999999999,0.37,3.0833333333333335,0.08,0.19999999999999998,0.7999999999999999
Democratic Republic of the Congo,COD,Africa,Low_income,44.4,,,1963,0.21,4.199999999999999,0.02,0.16666666666666669,0.0,0.0,0.22999999999999998
Congo,COG,Africa,Lower_middle_income,50.3,,,1963,0.54,10.8,0.02,0.16666666666666669,0.19,0.475,0.75
Colombia,COL,Americas,Upper_middle_income,67.2,,,1963,3.65,73.0,0.01,0.08333333333333334,1.01,2.525,4.67
Comoros,COM,Africa,Low_income,53.8,,,1963,0.04,0.7999999999999999,0.17,1.4166666666666667,0.0,0.0,0.21000000000000002
Cabo Verde,CPV,Africa,Lower_middle_income,63.8,,,1963,0.15,2.9999999999999996,1.04,8.666666666666668,0.47,1.1749999999999998,1.66
Costa Rica,CRI,Americas,Upper_middle_income,69.3,,,1963,0.56,11.200000000000001,0.05,0.4166666666666667,3.14,7.85,3.75
Cuba,CUB,Americas,Upper_middle_income,66.4,,,1963,0.98,19.599999999999998,0.14,1.1666666666666667,0.98,2.4499999999999997,2.1
Cyprus,CYP,Europe,High_income,74.4,Orthodox,653635,1963,0.7,13.999999999999998,2.26,18.833333333333332,2.19,5.475,5.15
Czech Republic,CZE,Europe,High_income,68.7,Unknown,4662455,1963,6.15,123.0,1.58,13.166666666666668,1.33,3.325,9.06
Germany,DEU,Europe,High_income,71.1,Other,32783750,1963,7.26,145.2,2.36,19.666666666666668,3.22,8.05,12.84
Djibouti,DJI,Eastern Mediterranean,Lower_middle_income,52.9,,,1963,1.74,34.8,2.34,19.5,0.0,0.0,4.08
Denmark,DNK,Europe,High_income,70.0,,,1963,5.18,103.6,0.48,4.0,0.99,2.4749999999999996,6.65
Dominican Republic,DOM,Americas,Upper_middle_income,63.0,,,1963,0.71,14.2,0.02,0.16666666666666669,1.55,3.875,2.2800000000000002
Algeria,DZA,Africa,Upper_middle_income,62.4,,,1963,0.33,6.6,0.73,6.083333333333333,0.07,0.17500000000000002,1.1300000000000001
Ecuador,ECU,Americas,Lower_middle_income,65.9,,,1963,0.58,11.599999999999998,0.01,0.08333333333333334,0.67,1.675,1.26
Egypt,EGY,Eastern Mediterranean,Lower_middle_income,61.8,,,1963,0.05,1.0,0.01,0.08333333333333334,0.49,1.2249999999999999,0.55
Eritrea,ERI,Africa,Low_income,54.5,,,1963,0.81,16.2,0.0,0.0,0.0,0.0,0.81
Spain,ESP,Europe,High_income,73.2,,,1963,1.27,25.4,9.81,81.75000000000001,2.48,6.199999999999999,13.56
Ethiopia,ETH,Africa,Low_income,55.6,Orthodox,32092182,1963,0.85,17.0,0.0,0.0,0.0,0.0,0.85
Finland,FIN,Europe,High_income,70.8,Lutheran,4207192,1963,0.64,12.799999999999999,0.42,3.5,0.93,2.325,1.9900000000000002
Fiji,FJI,Western Pacific,Upper_middle_income,60.4,Methodist,289923,1963,0.57,11.399999999999999,0.03,0.25,0.61,1.525,1.21
France,FRA,Europe,High_income,71.8,,,1963,2.47,49.4,18.94,157.83333333333334,3.22,8.05,24.63
Micronesia (Federated States of),FSM,Western Pacific,Lower_middle_income,59.8,Roman Catholic,56365,1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,GAB,Africa,Upper_middle_income,53.9,,,1963,1.47,29.4,3.53,29.416666666666668,0.31,0.7749999999999999,5.31
United Kingdom of Great Britain and Northern Ireland,GBR,Europe,High_income,70.5,Roman Catholic,37583962,1963,5.79,115.8,0.3,2.5,1.09,2.725,7.18
Ghana,GHA,Africa,Low_income,54.1,Pentecostal,6980792,1963,0.3,5.999999999999999,0.01,0.08333333333333334,0.02,0.049999999999999996,0.33
Guinea,GIN,Africa,Low_income,49.8,Muslim,9358718,1963,0.16,3.1999999999999997,0.03,0.25,0.0,0.0,0.19
Gambia,GMB,Africa,Low_income,52.9,,,1963,0.11,2.1999999999999997,0.16,1.3333333333333335,0.03,0.075,0.30000000000000004
Guinea_Bissau,GNB,Africa,Low_income,46.4,Muslim,650402,1963,0.0,0.0,1.43,11.916666666666666,0.83,2.0749999999999997,2.26
Greece,GRC,Europe,High_income,71.3,,,1963,2.33,46.6,4.47,37.25,2.87,7.175,9.67
Guatemala,GTM,Americas,Lower_middle_income,62.5,,,1963,0.35,6.999999999999999,0.0,0.0,1.93,4.824999999999999,2.28
Guyana,GUY,Americas,Lower_middle_income,54.4,,,1963,0.55,11.0,0.0,0.0,2.14,5.35,2.6900000000000004
Honduras,HND,Americas,Lower_middle_income,63.7,,,1963,0.58,11.599999999999998,0.01,0.08333333333333334,0.69,1.7249999999999999,1.2799999999999998
Haiti,HTI,Americas,Low_income,51.8,,,1963,0.01,0.19999999999999998,0.01,0.08333333333333334,7.6,18.999999999999996,7.619999999999999
Hungary,HUN,Europe,High_income,64.9,Roman Catholic,3691389,1963,2.71,54.199999999999996,4.25,35.41666666666667,2.18,5.45,9.14
Indonesia,IDN,South_East Asia,Lower_middle_income,62.3,Muslim,207176162,1963,0.0,0.0,0.0,0.0,0.03,0.075,0.03
India,IND,South_East Asia,Lower_middle_income,57.5,Hindu,827578868,1963,0.0,0.0,0.0,0.0,0.6,1.4999999999999998,0.6
Ireland,IRL,Europe,High_income,71.0,Roman Catholic,3861335,1963,5.6,111.99999999999999,0.38,3.166666666666667,1.41,3.5249999999999995,7.39
Iran (Islamic Republic of),IRN,Eastern Mediterranean,Lower_middle_income,64.4,Muslim,79598054,1963,0.02,0.39999999999999997,0.0,0.0,0.12,0.3,0.13999999999999999
Iraq,IRQ,Eastern Mediterranean,Lower_middle_income,61.4,,,1963,0.04,0.7999999999999999,0.0,0.0,0.41,1.025,0.44999999999999996
Iceland,ISL,Europe,High_income,72.2,,,1963,0.7,13.999999999999998,0.2,1.6666666666666667,2.65,6.624999999999999,3.55
Israel,ISR,Europe,High_income,72.2,Jewish,4476225,1963,1.07,21.4,1.44,12.0,1.39,3.4749999999999996,3.8999999999999995
Italy,ITA,Europe,High_income,72.9,,,1963,0.54,10.8,15.66,130.5,1.98,4.949999999999999,18.18
Jamaica,JAM,Americas,Upper_middle_income,63.4,No Religion,571988,1963,0.91,18.2,0.04,0.33333333333333337,1.19,2.9749999999999996,2.14
Jordan,JOR,Eastern Mediterranean,Lower_middle_income,64.3,,,1963,0.07,1.4000000000000001,0.0,0.0,0.08,0.19999999999999998,0.15000000000000002
Japan,JPN,Western Pacific,High_income,75.0,,,1963,1.13,22.599999999999998,0.03,0.25,1.91,4.7749999999999995,3.07
Kenya,KEN,Africa,Low_income,53.2,Protestant,15777430,1963,2.12,42.4,0.03,0.25,0.4,1.0,2.55
Kiribati,KIR,Western Pacific,Lower_middle_income,57.9,Roman Catholic,63116,1963,0.29,5.799999999999999,0.02,0.16666666666666669,0.17,0.425,0.48
Saint Kitts and Nevis,KNA,Americas,Upper_middle_income,63.2,,,1963,0.48,9.6,0.21,1.75,3.07,7.674999999999999,3.76
Republic of Korea,KOR,Western Pacific,High_income,72.7,No Religion,27498715,1963,0.04,0.7999999999999999,0.0,0.0,0.34,0.85,0.38
Kuwait,KWT,Eastern Mediterranean,High_income,67.9,,,1963,0.0,0.0,0.0,0.0,0.02,0.049999999999999996,0.02
Lao People's Democratic Republic,LAO,Western Pacific,Low_income,57.2,Buddhist,4201993,1963,0.05,1.0,0.02,0.16666666666666669,2.83,7.075,2.9
Lebanon,LBN,Eastern Mediterranean,Upper_middle_income,69.7,,,1963,0.3,5.999999999999999,0.47,3.9166666666666665,2.57,6.424999999999999,3.34
Liberia,LBR,Africa,Low_income,52.4,Roman Catholic,2975675,1963,0.38,7.6,0.01,0.08333333333333334,1.24,3.0999999999999996,1.63
Libya,LBY,Eastern Mediterranean,Upper_middle_income,64.4,,,1963,0.24,4.8,0.43,3.5833333333333335,0.1,0.25,0.7699999999999999
Saint Lucia,LCA,Americas,Upper_middle_income,63.0,Roman Catholic,105755,1963,0.21,4.199999999999999,0.25,2.0833333333333335,7.94,19.85,8.4
Sri Lanka,LKA,South_East Asia,Lower_middle_income,65.4,Buddhist,14272056,1963,0.04,0.7999999999999999,0.0,0.0,0.3,0.7499999999999999,0.33999999999999997
Lesotho,LSO,Africa,Lower_middle_income,43.0,,,1963,0.95,18.999999999999996,0.0,0.0,0.0,0.0,0.95
Luxembourg,LUX,Europe,High_income,71.6,,,1963,4.86,97.2,10.65,88.75,3.22,8.05,18.73
Morocco,MAR,Eastern Mediterranean,Lower_middle_income,60.9,,,1963,0.22,4.3999999999999995,0.58,4.833333333333333,0.27,0.675,1.0699999999999998
Madagascar,MDG,Africa,Low_income,55.1,,,1963,0.1,2.0,0.77,6.416666666666667,2.5,6.25,3.37
